Model,Dataset,Metric,Value
GRU,ENZYMES,degree,245.5
Data,ENZYMES,degree,10.7
GRU,ENZYMES,degree,44.3
Data,ENZYMES,degree,10.7
GRU,ENZYMES,degree,45.1
Data,ENZYMES,degree,10.7
GRU,ENZYMES,degree,47.7
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,10.7
GRU,ENZYMES,degree,52.1
Data,ENZYMES,degree,124.7
GRU,ENZYMES,degree,67.3
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,623.5
GRU,ENZYMES,degree,337.8
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,124.7
GRU,ENZYMES,degree,69.8
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,124.7
GRU,ENZYMES,degree,68.4
Data,ENZYMES,degree,128.0
GRU,ENZYMES,degree,27.1
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,124.7
GRU,ENZYMES,degree,69.9
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,640.0
GRU,ENZYMES,degree,181.9
Data,ENZYMES,degree,124.7
GRU,ENZYMES,degree,67.5
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,193.1
GRU,ENZYMES,degree,47.3
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,128.0
GRU,ENZYMES,degree,36.3
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,325.5
GRU,ENZYMES,degree,55.0
Data,ENZYMES,degree,128.0
GRU,ENZYMES,degree,39.3
Data,ENZYMES,degree,16.1
GRU,ENZYMES,degree,4.0
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,65.1
GRU,ENZYMES,degree,11.6
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,128.0
GRU,ENZYMES,degree,35.3
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,65.1
GRU,ENZYMES,degree,10.9
Data,ENZYMES,degree,80.5
GRU,ENZYMES,degree,13.8
Data,ENZYMES,degree,5.2
GRU,ENZYMES,degree,1.3
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,81.2
GRU,ENZYMES,degree,14.2
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.8
GRU,ENZYMES,degree,0.3
Data,ENZYMES,degree,26.0
GRU,ENZYMES,degree,4.7
Data,ENZYMES,degree,16.1
GRU,ENZYMES,degree,2.8
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,65.1
GRU,ENZYMES,degree,10.5
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,5.2
GRU,ENZYMES,degree,1.1
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.2
Data,ENZYMES,degree,16.1
GRU,ENZYMES,degree,3.2
Data,ENZYMES,degree,4.0
GRU,ENZYMES,degree,2.1
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,5.2
GRU,ENZYMES,degree,0.5
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.8
GRU,ENZYMES,degree,0.3
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,16.1
GRU,ENZYMES,degree,3.7
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.9
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,5.2
GRU,ENZYMES,degree,0.9
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.8
GRU,ENZYMES,degree,0.6
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.4
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,5.2
GRU,ENZYMES,degree,1.6
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.8
GRU,ENZYMES,degree,0.1
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.3
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.5
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.0
GRU,ENZYMES,degree,0.0
Data,ENZYMES,degree,0.8
GRU,ENZYMES,degree,1.6
Data,ENZYMES,orbit,184.2
GRU,ENZYMES,orbit,594.3
Data,ENZYMES,orbit,133.7
GRU,ENZYMES,orbit,215.9
Data,ENZYMES,orbit,153.3
GRU,ENZYMES,orbit,173.0
Data,ENZYMES,orbit,156.2
GRU,ENZYMES,orbit,148.5
Data,ENZYMES,orbit,129.2
GRU,ENZYMES,orbit,133.0
Data,ENZYMES,orbit,113.6
GRU,ENZYMES,orbit,103.3
Data,ENZYMES,orbit,105.5
GRU,ENZYMES,orbit,90.3
Data,ENZYMES,orbit,98.3
GRU,ENZYMES,orbit,92.2
Data,ENZYMES,orbit,94.5
GRU,ENZYMES,orbit,78.5
Data,ENZYMES,orbit,91.4
GRU,ENZYMES,orbit,64.1
Data,ENZYMES,orbit,82.7
GRU,ENZYMES,orbit,45.5
Data,ENZYMES,orbit,87.7
GRU,ENZYMES,orbit,41.8
Data,ENZYMES,orbit,71.7
GRU,ENZYMES,orbit,27.6
Data,ENZYMES,orbit,54.3
GRU,ENZYMES,orbit,21.3
Data,ENZYMES,orbit,44.3
GRU,ENZYMES,orbit,19.1
Data,ENZYMES,orbit,33.4
GRU,ENZYMES,orbit,16.5
Data,ENZYMES,orbit,23.4
GRU,ENZYMES,orbit,12.0
Data,ENZYMES,orbit,24.6
GRU,ENZYMES,orbit,8.4
Data,ENZYMES,orbit,19.3
GRU,ENZYMES,orbit,7.1
Data,ENZYMES,orbit,19.2
GRU,ENZYMES,orbit,7.9
Data,ENZYMES,orbit,20.8
GRU,ENZYMES,orbit,5.3
Data,ENZYMES,orbit,18.2
GRU,ENZYMES,orbit,6.5
Data,ENZYMES,orbit,15.7
GRU,ENZYMES,orbit,4.1
Data,ENZYMES,orbit,14.2
GRU,ENZYMES,orbit,4.8
Data,ENZYMES,orbit,12.4
GRU,ENZYMES,orbit,2.7
Data,ENZYMES,orbit,12.2
GRU,ENZYMES,orbit,2.5
Data,ENZYMES,orbit,14.8
GRU,ENZYMES,orbit,3.6
Data,ENZYMES,orbit,10.1
GRU,ENZYMES,orbit,2.6
Data,ENZYMES,orbit,10.4
GRU,ENZYMES,orbit,1.9
Data,ENZYMES,orbit,6.1
GRU,ENZYMES,orbit,2.9
Data,ENZYMES,orbit,6.2
GRU,ENZYMES,orbit,3.0
Data,ENZYMES,orbit,10.2
GRU,ENZYMES,orbit,2.6
Data,ENZYMES,orbit,5.7
GRU,ENZYMES,orbit,1.3
Data,ENZYMES,orbit,5.4
GRU,ENZYMES,orbit,2.0
Data,ENZYMES,orbit,7.4
GRU,ENZYMES,orbit,1.5
Data,ENZYMES,orbit,7.9
GRU,ENZYMES,orbit,1.4
Data,ENZYMES,orbit,8.0
GRU,ENZYMES,orbit,0.2
Data,ENZYMES,orbit,3.6
GRU,ENZYMES,orbit,1.3
Data,ENZYMES,orbit,3.6
GRU,ENZYMES,orbit,1.2
Data,ENZYMES,orbit,2.2
GRU,ENZYMES,orbit,0.4
Data,ENZYMES,orbit,1.8
GRU,ENZYMES,orbit,0.7
Data,ENZYMES,orbit,4.0
GRU,ENZYMES,orbit,1.0
Data,ENZYMES,orbit,6.4
GRU,ENZYMES,orbit,1.5
Data,ENZYMES,orbit,2.8
GRU,ENZYMES,orbit,0.3
Data,ENZYMES,orbit,4.6
GRU,ENZYMES,orbit,0.6
Data,ENZYMES,orbit,2.6
GRU,ENZYMES,orbit,0.7
Data,ENZYMES,orbit,2.2
GRU,ENZYMES,orbit,0.7
Data,ENZYMES,orbit,1.8
GRU,ENZYMES,orbit,1.2
Data,ENZYMES,orbit,2.4
GRU,ENZYMES,orbit,1.2
Data,ENZYMES,orbit,0.4
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.6
GRU,ENZYMES,orbit,0.3
Data,ENZYMES,orbit,2.2
GRU,ENZYMES,orbit,0.6
Data,ENZYMES,orbit,1.4
GRU,ENZYMES,orbit,0.2
Data,ENZYMES,orbit,0.4
GRU,ENZYMES,orbit,0.2
Data,ENZYMES,orbit,1.4
GRU,ENZYMES,orbit,0.3
Data,ENZYMES,orbit,2.6
GRU,ENZYMES,orbit,0.3
Data,ENZYMES,orbit,1.0
GRU,ENZYMES,orbit,0.2
Data,ENZYMES,orbit,0.6
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,1.0
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.0
GRU,ENZYMES,orbit,0.7
Data,ENZYMES,orbit,1.6
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,1.4
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.0
GRU,ENZYMES,orbit,0.4
Data,ENZYMES,orbit,0.0
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.2
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.0
GRU,ENZYMES,orbit,0.2
Data,ENZYMES,orbit,0.2
GRU,ENZYMES,orbit,0.2
Data,ENZYMES,orbit,1.6
GRU,ENZYMES,orbit,0.1
Data,ENZYMES,orbit,0.8
GRU,ENZYMES,orbit,0.1
Data,ENZYMES,orbit,0.0
GRU,ENZYMES,orbit,0.2
Data,ENZYMES,orbit,0.2
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.8
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.0
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.0
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.0
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.2
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.0
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.0
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.2
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.0
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.2
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.0
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.8
GRU,ENZYMES,orbit,0.1
Data,ENZYMES,orbit,0.0
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.0
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.2
GRU,ENZYMES,orbit,0.1
Data,ENZYMES,orbit,0.0
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.0
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.0
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.0
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.0
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.0
GRU,ENZYMES,orbit,0.1
Data,ENZYMES,orbit,0.0
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.0
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.0
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.0
GRU,ENZYMES,orbit,0.1
Data,ENZYMES,orbit,0.0
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.0
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.0
GRU,ENZYMES,orbit,0.0
Data,ENZYMES,orbit,0.8
GRU,ENZYMES,orbit,0.6
Data,ENZYMES,nspdk,8493572.8
GRU,ENZYMES,nspdk,8539854.2
Data,ENZYMES,nspdk,249.3
GRU,ENZYMES,nspdk,14.3
Data,ENZYMES,nspdk,1513.6
GRU,ENZYMES,nspdk,78.4
Data,ENZYMES,nspdk,4060.3
GRU,ENZYMES,nspdk,195.5
Data,ENZYMES,nspdk,9873.2
GRU,ENZYMES,nspdk,475.5
Data,ENZYMES,nspdk,11172.8
GRU,ENZYMES,nspdk,1033.6
Data,ENZYMES,nspdk,7752.8
GRU,ENZYMES,nspdk,1547.2
Data,ENZYMES,nspdk,6005.3
GRU,ENZYMES,nspdk,1880.7
Data,ENZYMES,nspdk,5398.3
GRU,ENZYMES,nspdk,2537.7
Data,ENZYMES,nspdk,5929.9
GRU,ENZYMES,nspdk,2746.2
Data,ENZYMES,nspdk,5934.3
GRU,ENZYMES,nspdk,2935.3
Data,ENZYMES,nspdk,4868.6
GRU,ENZYMES,nspdk,2742.1
Data,ENZYMES,nspdk,3790.5
GRU,ENZYMES,nspdk,2768.8
Data,ENZYMES,nspdk,3166.8
GRU,ENZYMES,nspdk,2716.4
Data,ENZYMES,nspdk,2643.9
GRU,ENZYMES,nspdk,2604.9
Data,ENZYMES,nspdk,2246.8
GRU,ENZYMES,nspdk,2752.0
Data,ENZYMES,nspdk,1914.1
GRU,ENZYMES,nspdk,2208.7
Data,ENZYMES,nspdk,1692.8
GRU,ENZYMES,nspdk,1774.1
Data,ENZYMES,nspdk,1539.4
GRU,ENZYMES,nspdk,1347.7
Data,ENZYMES,nspdk,1352.2
GRU,ENZYMES,nspdk,1148.7
Data,ENZYMES,nspdk,1177.3
GRU,ENZYMES,nspdk,981.9
Data,ENZYMES,nspdk,1094.7
GRU,ENZYMES,nspdk,913.3
Data,ENZYMES,nspdk,880.1
GRU,ENZYMES,nspdk,827.3
Data,ENZYMES,nspdk,822.3
GRU,ENZYMES,nspdk,736.1
Data,ENZYMES,nspdk,638.9
GRU,ENZYMES,nspdk,722.4
Data,ENZYMES,nspdk,617.5
GRU,ENZYMES,nspdk,711.0
Data,ENZYMES,nspdk,507.0
GRU,ENZYMES,nspdk,608.1
Data,ENZYMES,nspdk,451.8
GRU,ENZYMES,nspdk,603.3
Data,ENZYMES,nspdk,407.8
GRU,ENZYMES,nspdk,534.4
Data,ENZYMES,nspdk,332.0
GRU,ENZYMES,nspdk,473.7
Data,ENZYMES,nspdk,307.2
GRU,ENZYMES,nspdk,454.2
Data,ENZYMES,nspdk,276.9
GRU,ENZYMES,nspdk,403.4
Data,ENZYMES,nspdk,248.2
GRU,ENZYMES,nspdk,317.2
Data,ENZYMES,nspdk,229.3
GRU,ENZYMES,nspdk,301.8
Data,ENZYMES,nspdk,243.5
GRU,ENZYMES,nspdk,278.9
Data,ENZYMES,nspdk,188.8
GRU,ENZYMES,nspdk,242.3
Data,ENZYMES,nspdk,180.5
GRU,ENZYMES,nspdk,214.0
Data,ENZYMES,nspdk,161.8
GRU,ENZYMES,nspdk,203.6
Data,ENZYMES,nspdk,145.3
GRU,ENZYMES,nspdk,194.0
Data,ENZYMES,nspdk,140.5
GRU,ENZYMES,nspdk,167.8
Data,ENZYMES,nspdk,122.0
GRU,ENZYMES,nspdk,168.4
Data,ENZYMES,nspdk,106.2
GRU,ENZYMES,nspdk,153.6
Data,ENZYMES,nspdk,93.8
GRU,ENZYMES,nspdk,143.1
Data,ENZYMES,nspdk,103.7
GRU,ENZYMES,nspdk,127.8
Data,ENZYMES,nspdk,94.6
GRU,ENZYMES,nspdk,112.5
Data,ENZYMES,nspdk,68.2
GRU,ENZYMES,nspdk,114.8
Data,ENZYMES,nspdk,76.7
GRU,ENZYMES,nspdk,93.2
Data,ENZYMES,nspdk,81.7
GRU,ENZYMES,nspdk,97.3
Data,ENZYMES,nspdk,67.7
GRU,ENZYMES,nspdk,79.6
Data,ENZYMES,nspdk,60.6
GRU,ENZYMES,nspdk,79.1
Data,ENZYMES,nspdk,65.4
GRU,ENZYMES,nspdk,77.1
Data,ENZYMES,nspdk,60.3
GRU,ENZYMES,nspdk,67.5
Data,ENZYMES,nspdk,53.1
GRU,ENZYMES,nspdk,59.9
Data,ENZYMES,nspdk,57.3
GRU,ENZYMES,nspdk,67.0
Data,ENZYMES,nspdk,51.9
GRU,ENZYMES,nspdk,53.1
Data,ENZYMES,nspdk,42.0
GRU,ENZYMES,nspdk,57.7
Data,ENZYMES,nspdk,47.3
GRU,ENZYMES,nspdk,52.0
Data,ENZYMES,nspdk,38.7
GRU,ENZYMES,nspdk,47.3
Data,ENZYMES,nspdk,35.6
GRU,ENZYMES,nspdk,47.6
Data,ENZYMES,nspdk,33.7
GRU,ENZYMES,nspdk,35.3
Data,ENZYMES,nspdk,29.6
GRU,ENZYMES,nspdk,34.2
Data,ENZYMES,nspdk,32.9
GRU,ENZYMES,nspdk,38.6
Data,ENZYMES,nspdk,27.5
GRU,ENZYMES,nspdk,27.7
Data,ENZYMES,nspdk,23.7
GRU,ENZYMES,nspdk,33.3
Data,ENZYMES,nspdk,18.2
GRU,ENZYMES,nspdk,28.9
Data,ENZYMES,nspdk,20.1
GRU,ENZYMES,nspdk,28.6
Data,ENZYMES,nspdk,14.0
GRU,ENZYMES,nspdk,20.7
Data,ENZYMES,nspdk,18.2
GRU,ENZYMES,nspdk,21.5
Data,ENZYMES,nspdk,12.4
GRU,ENZYMES,nspdk,16.9
Data,ENZYMES,nspdk,9.5
GRU,ENZYMES,nspdk,18.5
Data,ENZYMES,nspdk,4.7
GRU,ENZYMES,nspdk,11.6
Data,ENZYMES,nspdk,6.5
GRU,ENZYMES,nspdk,12.1
Data,ENZYMES,nspdk,7.2
GRU,ENZYMES,nspdk,8.4
Data,ENZYMES,nspdk,5.4
GRU,ENZYMES,nspdk,13.2
Data,ENZYMES,nspdk,3.8
GRU,ENZYMES,nspdk,5.4
Data,ENZYMES,nspdk,2.7
GRU,ENZYMES,nspdk,11.5
Data,ENZYMES,nspdk,2.0
GRU,ENZYMES,nspdk,5.6
Data,ENZYMES,nspdk,1.8
GRU,ENZYMES,nspdk,3.0
Data,ENZYMES,nspdk,0.5
GRU,ENZYMES,nspdk,1.4
Data,ENZYMES,nspdk,0.7
GRU,ENZYMES,nspdk,1.6
Data,ENZYMES,nspdk,0.9
GRU,ENZYMES,nspdk,1.0
Data,ENZYMES,nspdk,0.5
GRU,ENZYMES,nspdk,3.0
Data,ENZYMES,nspdk,0.6
GRU,ENZYMES,nspdk,1.8
Data,ENZYMES,nspdk,2.4
GRU,ENZYMES,nspdk,0.2
Data,ENZYMES,nspdk,0.4
GRU,ENZYMES,nspdk,2.2
Data,ENZYMES,nspdk,0.0
GRU,ENZYMES,nspdk,0.4
Data,ENZYMES,nspdk,2.0
GRU,ENZYMES,nspdk,3.7
Data,ENZYMES,nspdk,0.0
GRU,ENZYMES,nspdk,1.2
Data,ENZYMES,nspdk,1.2
GRU,ENZYMES,nspdk,0.2
Data,ENZYMES,nspdk,1.6
GRU,ENZYMES,nspdk,1.1
Data,ENZYMES,nspdk,0.8
GRU,ENZYMES,nspdk,1.0
Data,ENZYMES,nspdk,0.8
GRU,ENZYMES,nspdk,0.9
Data,ENZYMES,nspdk,0.0
GRU,ENZYMES,nspdk,0.1
Data,ENZYMES,nspdk,0.8
GRU,ENZYMES,nspdk,0.1
Data,ENZYMES,nspdk,0.8
GRU,ENZYMES,nspdk,0.4
Data,ENZYMES,nspdk,0.0
GRU,ENZYMES,nspdk,0.1
Data,ENZYMES,nspdk,0.0
GRU,ENZYMES,nspdk,0.0
Data,ENZYMES,nspdk,0.0
GRU,ENZYMES,nspdk,0.0
Data,ENZYMES,nspdk,0.0
GRU,ENZYMES,nspdk,0.0
Data,ENZYMES,nspdk,3.2
GRU,ENZYMES,nspdk,2.3
Data,PROTEINS_full,betweenness,1254.4
GRU,PROTEINS_full,betweenness,1390.5
Data,PROTEINS_full,betweenness,188.9
GRU,PROTEINS_full,betweenness,127.4
Data,PROTEINS_full,betweenness,167.7
GRU,PROTEINS_full,betweenness,115.9
Data,PROTEINS_full,betweenness,134.8
GRU,PROTEINS_full,betweenness,92.4
Data,PROTEINS_full,betweenness,124.2
GRU,PROTEINS_full,betweenness,81.9
Data,PROTEINS_full,betweenness,122.6
GRU,PROTEINS_full,betweenness,79.6
Data,PROTEINS_full,betweenness,126.5
GRU,PROTEINS_full,betweenness,83.8
Data,PROTEINS_full,betweenness,110.8
GRU,PROTEINS_full,betweenness,79.9
Data,PROTEINS_full,betweenness,101.0
GRU,PROTEINS_full,betweenness,69.4
Data,PROTEINS_full,betweenness,93.4
GRU,PROTEINS_full,betweenness,46.2
Data,PROTEINS_full,betweenness,82.1
GRU,PROTEINS_full,betweenness,57.9
Data,PROTEINS_full,betweenness,87.2
GRU,PROTEINS_full,betweenness,52.8
Data,PROTEINS_full,betweenness,78.6
GRU,PROTEINS_full,betweenness,50.6
Data,PROTEINS_full,betweenness,85.3
GRU,PROTEINS_full,betweenness,60.2
Data,PROTEINS_full,betweenness,76.7
GRU,PROTEINS_full,betweenness,38.7
Data,PROTEINS_full,betweenness,81.3
GRU,PROTEINS_full,betweenness,52.5
Data,PROTEINS_full,betweenness,73.2
GRU,PROTEINS_full,betweenness,44.7
Data,PROTEINS_full,betweenness,65.0
GRU,PROTEINS_full,betweenness,42.6
Data,PROTEINS_full,betweenness,60.8
GRU,PROTEINS_full,betweenness,34.6
Data,PROTEINS_full,betweenness,58.5
GRU,PROTEINS_full,betweenness,32.0
Data,PROTEINS_full,betweenness,62.6
GRU,PROTEINS_full,betweenness,30.7
Data,PROTEINS_full,betweenness,59.3
GRU,PROTEINS_full,betweenness,29.2
Data,PROTEINS_full,betweenness,65.4
GRU,PROTEINS_full,betweenness,29.7
Data,PROTEINS_full,betweenness,63.5
GRU,PROTEINS_full,betweenness,25.9
Data,PROTEINS_full,betweenness,59.3
GRU,PROTEINS_full,betweenness,28.2
Data,PROTEINS_full,betweenness,62.6
GRU,PROTEINS_full,betweenness,21.6
Data,PROTEINS_full,betweenness,75.4
GRU,PROTEINS_full,betweenness,31.1
Data,PROTEINS_full,betweenness,75.8
GRU,PROTEINS_full,betweenness,26.9
Data,PROTEINS_full,betweenness,47.6
GRU,PROTEINS_full,betweenness,26.2
Data,PROTEINS_full,betweenness,44.9
GRU,PROTEINS_full,betweenness,20.3
Data,PROTEINS_full,betweenness,45.8
GRU,PROTEINS_full,betweenness,28.4
Data,PROTEINS_full,betweenness,45.1
GRU,PROTEINS_full,betweenness,15.5
Data,PROTEINS_full,betweenness,35.2
GRU,PROTEINS_full,betweenness,21.2
Data,PROTEINS_full,betweenness,32.4
GRU,PROTEINS_full,betweenness,15.0
Data,PROTEINS_full,betweenness,29.7
GRU,PROTEINS_full,betweenness,22.4
Data,PROTEINS_full,betweenness,28.1
GRU,PROTEINS_full,betweenness,14.2
Data,PROTEINS_full,betweenness,30.7
GRU,PROTEINS_full,betweenness,13.0
Data,PROTEINS_full,betweenness,24.6
GRU,PROTEINS_full,betweenness,13.6
Data,PROTEINS_full,betweenness,26.4
GRU,PROTEINS_full,betweenness,17.9
Data,PROTEINS_full,betweenness,28.5
GRU,PROTEINS_full,betweenness,20.3
Data,PROTEINS_full,betweenness,28.3
GRU,PROTEINS_full,betweenness,13.7
Data,PROTEINS_full,betweenness,28.6
GRU,PROTEINS_full,betweenness,13.2
Data,PROTEINS_full,betweenness,28.0
GRU,PROTEINS_full,betweenness,10.0
Data,PROTEINS_full,betweenness,21.4
GRU,PROTEINS_full,betweenness,8.7
Data,PROTEINS_full,betweenness,23.9
GRU,PROTEINS_full,betweenness,14.8
Data,PROTEINS_full,betweenness,22.0
GRU,PROTEINS_full,betweenness,11.2
Data,PROTEINS_full,betweenness,24.5
GRU,PROTEINS_full,betweenness,6.7
Data,PROTEINS_full,betweenness,22.6
GRU,PROTEINS_full,betweenness,17.8
Data,PROTEINS_full,betweenness,23.4
GRU,PROTEINS_full,betweenness,18.2
Data,PROTEINS_full,betweenness,23.0
GRU,PROTEINS_full,betweenness,6.3
Data,PROTEINS_full,betweenness,26.5
GRU,PROTEINS_full,betweenness,7.9
Data,PROTEINS_full,betweenness,24.0
GRU,PROTEINS_full,betweenness,11.6
Data,PROTEINS_full,betweenness,19.9
GRU,PROTEINS_full,betweenness,6.6
Data,PROTEINS_full,betweenness,22.3
GRU,PROTEINS_full,betweenness,14.4
Data,PROTEINS_full,betweenness,20.3
GRU,PROTEINS_full,betweenness,11.5
Data,PROTEINS_full,betweenness,23.1
GRU,PROTEINS_full,betweenness,15.9
Data,PROTEINS_full,betweenness,20.4
GRU,PROTEINS_full,betweenness,4.0
Data,PROTEINS_full,betweenness,26.0
GRU,PROTEINS_full,betweenness,9.1
Data,PROTEINS_full,betweenness,29.3
GRU,PROTEINS_full,betweenness,17.8
Data,PROTEINS_full,betweenness,25.7
GRU,PROTEINS_full,betweenness,6.1
Data,PROTEINS_full,betweenness,24.3
GRU,PROTEINS_full,betweenness,15.8
Data,PROTEINS_full,betweenness,16.1
GRU,PROTEINS_full,betweenness,13.1
Data,PROTEINS_full,betweenness,18.0
GRU,PROTEINS_full,betweenness,15.1
Data,PROTEINS_full,betweenness,11.5
GRU,PROTEINS_full,betweenness,7.3
Data,PROTEINS_full,betweenness,11.8
GRU,PROTEINS_full,betweenness,4.0
Data,PROTEINS_full,betweenness,9.0
GRU,PROTEINS_full,betweenness,9.0
Data,PROTEINS_full,betweenness,8.6
GRU,PROTEINS_full,betweenness,1.7
Data,PROTEINS_full,betweenness,11.5
GRU,PROTEINS_full,betweenness,5.6
Data,PROTEINS_full,betweenness,9.9
GRU,PROTEINS_full,betweenness,5.9
Data,PROTEINS_full,betweenness,7.3
GRU,PROTEINS_full,betweenness,4.8
Data,PROTEINS_full,betweenness,8.6
GRU,PROTEINS_full,betweenness,9.6
Data,PROTEINS_full,betweenness,5.3
GRU,PROTEINS_full,betweenness,1.2
Data,PROTEINS_full,betweenness,3.6
GRU,PROTEINS_full,betweenness,1.2
Data,PROTEINS_full,betweenness,3.7
